player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_830620,hitters,51 plate events / 13 BBE,41.17647058823529,0.95,Impact score 15.1,P90 EV wood-adj 91,Whiff rate 7.1%,Chase rate 24%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000094100,hitters,25 plate events / 4 BBE,32,0.95,Impact score 33.8,P90 EV wood-adj 97.8,Whiff rate 25%,Chase rate 36.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_832402,hitters,53 plate events / 13 BBE,37.735849056603776,0.95,Impact score 26.2,P90 EV wood-adj 97.1,Whiff rate 17.2%,Chase rate 48.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_701530,hitters,48 plate events / 8 BBE,22.916666666666657,0.95,Impact score 33.9,P90 EV wood-adj 96.3,Whiff rate 31.2%,Chase rate 17.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_800628,hitters,50 plate events / 5 BBE,14,0.95,Impact score 35.5,P90 EV wood-adj 98.8,Whiff rate 33.3%,Chase rate 12.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_10053264,hitters,31 plate events / 5 BBE,35.483870967741936,0.95,Impact score 37,P90 EV wood-adj 97.1,Whiff rate 27.8%,Chase rate 45%,Data completeness warning: review missing critical fields before trusting the board score.
h_10101738,hitters,54 plate events / 11 BBE,25.925925925925924,0.95,Impact score 25.1,P90 EV wood-adj 94.9,Whiff rate 21.1%,Chase rate 21.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_10002121,hitters,42 plate events / 9 BBE,28.57142857142857,0.95,Impact score 23,P90 EV wood-adj 95,Whiff rate 16.7%,Chase rate 27.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_812439,hitters,39 plate events / 5 BBE,23.076923076923066,0.95,Impact score 33.6,P90 EV wood-adj 95.7,Whiff rate 31.2%,Chase rate 13.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_10309710,hitters,31 plate events / 8 BBE,32.25806451612904,0.95,Impact score 18.6,P90 EV wood-adj 94.5,Whiff rate 16.7%,Chase rate 18.8%,One-season-only warning: no prior season trend context available.
h_838054,hitters,41 plate events / 3 BBE,19.51219512195121,0.95,Impact score 45,P90 EV wood-adj 98.3,Whiff rate 35.3%,Chase rate 35.7%,One-season-only warning: no prior season trend context available.
h_806253,hitters,57 plate events / 11 BBE,26.31578947368422,0.95,Impact score 37.2,P90 EV wood-adj 99.2,Whiff rate 35.7%,Chase rate 20.7%,One-season-only warning: no prior season trend context available.
h_831557,hitters,35 plate events / 1 BBE,8.57142857142857,0.95,Impact score 23.2,P90 EV wood-adj 91.4,Whiff rate 16.7%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_822863,hitters,32 plate events / 2 BBE,6.25,0.95,Impact score 20.8,P90 EV wood-adj 91.1,Whiff rate 16.7%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_1000110926,hitters,38 plate events / 5 BBE,23.68421052631578,0.95,Impact score 34.7,P90 EV wood-adj 97.1,Whiff rate 29.4%,Chase rate 21.1%,One-season-only warning: no prior season trend context available.
h_809920,hitters,40 plate events / 8 BBE,35,0.95,Impact score 30.9,P90 EV wood-adj 95.9,Whiff rate 27.3%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_824417,hitters,40 plate events / 9 BBE,35,0.95,Impact score 33.3,P90 EV wood-adj 98,Whiff rate 26.3%,Chase rate 32%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000235153,hitters,51 plate events / 8 BBE,29.411764705882348,0.95,Impact score 13.6,P90 EV wood-adj 94.6,Whiff rate 5.3%,Chase rate 16%,Data completeness warning: review missing critical fields before trusting the board score.
h_10154270,hitters,43 plate events / 6 BBE,20.930232558139537,0.95,Impact score 27,P90 EV wood-adj 95,Whiff rate 25%,Chase rate 7.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_815140,hitters,25 plate events / 2 BBE,24,0.95,Impact score 14.7,P90 EV wood-adj 86.9,Whiff rate 11.1%,Chase rate 7.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000140590,hitters,39 plate events / 5 BBE,17.948717948717956,0.95,Impact score 48.6,P90 EV wood-adj 103.6,Whiff rate 50%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_821938,hitters,26 plate events / 2 BBE,15.384615384615387,0.95,Impact score 36.2,P90 EV wood-adj 98,Whiff rate 33.3%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000120922,hitters,53 plate events / 6 BBE,24.52830188679245,0.95,Impact score 44.7,P90 EV wood-adj 98.8,Whiff rate 39.1%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_1000216772,hitters,42 plate events / 4 BBE,16.666666666666657,0.95,Impact score 18,P90 EV wood-adj 92.5,Whiff rate 14.3%,Chase rate 6.9%,One-season-only warning: no prior season trend context available.
h_1000235635,hitters,38 plate events / 12 BBE,39.473684210526315,0.95,Impact score 11.7,P90 EV wood-adj 92.3,Whiff rate 5.3%,Chase rate 11.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_821382,hitters,38 plate events / 9 BBE,34.210526315789465,0.95,Impact score 23.6,P90 EV wood-adj 95.3,Whiff rate 21.1%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_814531,hitters,62 plate events / 11 BBE,27.41935483870968,0.95,Impact score 13.9,P90 EV wood-adj 92.9,Whiff rate 13%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_815479,hitters,26 plate events / 3 BBE,15.384615384615387,0.95,Impact score 39.2,P90 EV wood-adj 101,Whiff rate 42.9%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_815655,hitters,37 plate events / 6 BBE,21.621621621621628,0.95,Impact score 25.9,P90 EV wood-adj 96.1,Whiff rate 20%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000125439,hitters,44 plate events / 11 BBE,31.818181818181827,0.95,Impact score 14.2,P90 EV wood-adj 93.6,Whiff rate 5.9%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_838710,hitters,51 plate events / 5 BBE,19.607843137254903,0.95,Impact score 29,P90 EV wood-adj 95.6,Whiff rate 25%,Chase rate 17.1%,One-season-only warning: no prior season trend context available.
h_1000112074,hitters,32 plate events / 8 BBE,43.75,0.95,Impact score 17.7,P90 EV wood-adj 92.7,Whiff rate 11.8%,Chase rate 27.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_832042,hitters,44 plate events / 10 BBE,36.36363636363637,0.95,Impact score 33.2,P90 EV wood-adj 95.9,Whiff rate 25.9%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_801211,hitters,50 plate events / 5 BBE,20,0.95,Impact score 35.8,P90 EV wood-adj 96.1,Whiff rate 35%,Chase rate 16%,One-season-only warning: no prior season trend context available.
h_1000121335,hitters,38 plate events / 7 BBE,31.578947368421055,0.95,Impact score 37.6,P90 EV wood-adj 100.5,Whiff rate 30%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000121876,hitters,48 plate events / 14 BBE,33.33333333333334,0.95,Impact score 17.9,P90 EV wood-adj 95.9,Whiff rate 13.6%,Chase rate 23.8%,One-season-only warning: no prior season trend context available.
h_1000127628,hitters,26 plate events / 7 BBE,38.46153846153846,0.95,Impact score 12.3,P90 EV wood-adj 94.5,Whiff rate 9.1%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_702504,hitters,71 plate events / 10 BBE,28.16901408450704,0.95,Impact score 28,P90 EV wood-adj 96.7,Whiff rate 21.9%,Chase rate 27.3%,One-season-only warning: no prior season trend context available.
h_820838,hitters,63 plate events / 11 BBE,23.80952380952381,0.95,Impact score 32.1,P90 EV wood-adj 98.1,Whiff rate 28.6%,Chase rate 21.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000189698,hitters,30 plate events / 3 BBE,26.66666666666667,0.95,Impact score 13.8,P90 EV wood-adj 91.5,Whiff rate 10%,Chase rate 15%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000124214,hitters,31 plate events / 5 BBE,19.354838709677423,0.95,Impact score 33.2,P90 EV wood-adj 97.8,Whiff rate 40%,Chase rate 9.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_821972,hitters,37 plate events / 7 BBE,24.324324324324323,0.95,Impact score 37.6,P90 EV wood-adj 96.7,Whiff rate 27.8%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_1000125191,hitters,33 plate events / 5 BBE,24.24242424242425,0.95,Impact score 26.6,P90 EV wood-adj 93.9,Whiff rate 23.1%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_836320,hitters,30 plate events / 8 BBE,33.33333333333334,0.95,Impact score 26.5,P90 EV wood-adj 96.9,Whiff rate 17.6%,Chase rate 43.8%,One-season-only warning: no prior season trend context available.
h_1000299922,hitters,25 plate events / 5 BBE,28,0.95,Impact score 19.3,P90 EV wood-adj 94.5,Whiff rate 18.2%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_837534,hitters,36 plate events / 10 BBE,44.44444444444444,0.95,Impact score 18.6,P90 EV wood-adj 92.1,Whiff rate 9.5%,Chase rate 31.2%,One-season-only warning: no prior season trend context available.
h_698840,hitters,30 plate events / 8 BBE,33.33333333333334,0.95,Impact score 12.7,P90 EV wood-adj 94.2,Whiff rate 0%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_10095269,hitters,57 plate events / 7 BBE,22.807017543859658,0.95,Impact score 16.5,P90 EV wood-adj 95.8,Whiff rate 11.1%,Chase rate 12.5%,One-season-only warning: no prior season trend context available.
h_1000114553,hitters,60 plate events / 13 BBE,31.66666666666667,0.95,Impact score 23.7,P90 EV wood-adj 94.3,Whiff rate 20.7%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_821918,hitters,30 plate events / 6 BBE,20,0.95,Impact score 37.2,P90 EV wood-adj 98.7,Whiff rate 33.3%,Chase rate 22.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000332452,hitters,32 plate events / 9 BBE,43.75,0.95,Impact score 29.1,P90 EV wood-adj 96.1,Whiff rate 22.2%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_1000122611,hitters,61 plate events / 15 BBE,34.42622950819673,0.95,Impact score 22.7,P90 EV wood-adj 95.6,Whiff rate 18.5%,Chase rate 27.8%,One-season-only warning: no prior season trend context available.
h_1000193172,hitters,28 plate events / 4 BBE,25,0.95,Impact score 23.8,P90 EV wood-adj 93.3,Whiff rate 22.2%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_835227,hitters,36 plate events / 3 BBE,27.777777777777786,0.95,Impact score 18.2,P90 EV wood-adj 87.6,Whiff rate 6.7%,Chase rate 26.1%,One-season-only warning: no prior season trend context available.
h_1000102712,hitters,30 plate events / 3 BBE,20,0.95,Impact score 14,P90 EV wood-adj 87.3,Whiff rate 0%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_815606,hitters,34 plate events / 2 BBE,17.64705882352942,0.95,Impact score 42.4,P90 EV wood-adj 98.2,Whiff rate 41.7%,Chase rate 27.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_701176,hitters,25 plate events / 2 BBE,28,0.95,Impact score 22.5,P90 EV wood-adj 95.9,Whiff rate 22.2%,Chase rate 7.7%,One-season-only warning: no prior season trend context available.
h_1000150376,hitters,32 plate events / 5 BBE,25,0.95,Impact score 40.2,P90 EV wood-adj 97.8,Whiff rate 33.3%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_822680,hitters,27 plate events / 6 BBE,44.44444444444444,0.95,Impact score 27.1,P90 EV wood-adj 98,Whiff rate 20%,Chase rate 38.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_10002143,hitters,25 plate events / 10 BBE,40,0.95,Impact score 21.4,P90 EV wood-adj 96.4,Whiff rate 14.3%,Chase rate 44.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000116546,hitters,46 plate events / 5 BBE,19.565217391304344,0.95,Impact score 29.7,P90 EV wood-adj 96.3,Whiff rate 25%,Chase rate 19.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_831992,hitters,25 plate events / 7 BBE,36,0.95,Impact score 15.6,P90 EV wood-adj 94.8,Whiff rate 0%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_10101787,hitters,39 plate events / 12 BBE,38.46153846153846,0.95,Impact score 17.4,P90 EV wood-adj 93.7,Whiff rate 5.6%,Chase rate 31.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_10118462,hitters,29 plate events / 8 BBE,27.58620689655173,0.95,Impact score 25.7,P90 EV wood-adj 97.2,Whiff rate 18.2%,Chase rate 31.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000111908,hitters,42 plate events / 3 BBE,30.95238095238095,0.95,Impact score 14.7,P90 EV wood-adj 94.7,Whiff rate 10%,Chase rate 19.2%,One-season-only warning: no prior season trend context available.
h_835337,hitters,26 plate events / 3 BBE,30.769230769230774,0.95,Impact score 14.6,P90 EV wood-adj 94.5,Whiff rate 8.3%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_800689,hitters,47 plate events / 10 BBE,36.170212765957444,0.95,Impact score 9.9,P90 EV wood-adj 90.6,Whiff rate 5.3%,Chase rate 22.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000238620,hitters,46 plate events / 12 BBE,32.60869565217391,0.95,Impact score 13.3,P90 EV wood-adj 91.5,Whiff rate 15%,Chase rate 13%,One-season-only warning: no prior season trend context available.
h_811775,hitters,25 plate events / 3 BBE,24,0.95,Impact score 35.9,P90 EV wood-adj 96.9,Whiff rate 33.3%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_808840,hitters,35 plate events / 4 BBE,25.714285714285708,0.95,Impact score 13.2,P90 EV wood-adj 93.3,Whiff rate 8.3%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_823928,hitters,43 plate events / 8 BBE,27.906976744186053,0.95,Impact score 22.2,P90 EV wood-adj 95.6,Whiff rate 20%,Chase rate 26.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_808918,hitters,41 plate events / 7 BBE,26.829268292682926,0.95,Impact score 25.2,P90 EV wood-adj 96.3,Whiff rate 17.6%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_824547,hitters,32 plate events / 6 BBE,18.75,0.95,Impact score 20.8,P90 EV wood-adj 94.1,Whiff rate 20%,Chase rate 10.5%,Data completeness warning: review missing critical fields before trusting the board score.
